"id","name","number_of_review"
"36506806","★Rudy's Place★30Day|Wlk Dtwn, Biltmore&Hospital","19"
"38573541","Bear-a-dise Found","19"
"50267877","River Arts District ""Treehouse"" (30+ day)","19"
"572435835067697316","Southbound | Asheville Villa with Hot Tub","19"
"707283217949702436","Spectacular Views!  Convenient-Fenced Yard-Hot Tub","19"
"770229270654622365","Charming Marigold House in West Asheville","19"
"823143613030338927","Trail's End Cabin in Bent Creek","19"
"830456448676584755","Private bedroom in West Asheville","19"
"843025015795756302","Pranic Life too","19"
"874726602931216913","Tranquil-Nest AVL by CM | Grill & Near Waterfall","19"
"942157457050611710","Indoor Hot Tub & fire pit, 6 mi to downtown AVL","19"
"949958386396884561","AVL Adventure Base: Private 1BR/1BA Guest Suite","19"
"952889664707070763","3B Log Cabin Mountaintop Sunset Views | Asheville","19"
"988994884451649697","Bunk in a 4-bed coed dorm in a new hostel","19"
"1017503562207553626","Private West Asheville Getaway","19"
"1089894573681052646","15 mins to DT Asheville Pool Hot Tub Game Room","19"
"1187071304056798313","AVL Retreat w/ Stunning Patio","19"
"1339161165013485526","Downtown Asheville comfort #9","19"
"559459823591260925","3BR Valleyview Dog Friendly | Fireplace","18"
"602348590325459976","Silver's Sunset Suite","18"
"640473347103600209","Cold Creek Cottage by CM | Grill & Cozy Fire Pit","18"
"683520133983815135","Serenity by Purely Asheville! ! Entire Home!","18"
"716596573978630523","Firefly Cottage by CM | Chef's Kitchen & Gas Grill","18"
"751419245457888371","Downtown Asheville Hideaway","18"
"828957064823370406","Spacious Loft w/Mural in DT AVL","18"
"874725704041286705","Hillside Hideaway by CM | Hot Tub & Near Hiking","18"
"905154333114072297","Cypress Sycamore by AvantStay | 6 Mins to Downtown","18"
"914459090622383604","Hubbard's Hideaway","18"
"1112187072383059351","*2 Kings* Hot Tub* Game Room* 5 Miles to Downtown","18"
"1126953080778675191","Spacious 1BR condo with balcony - walk to dining","18"
"1217685629320409852","Asheville Home-Hot Tub/Deck/Yard","18"
"1339171715568558197","Downtown beauty, value 10","18"
"5261984","Mountain Home - Spectacular Views & Near Downtown","17"
"15544670","Apt Close to Everything in Asheville- $1600/mo!!","17"
"17529983","Garden Apt in Historic Neighborhood of Asheville","17"
"23562622","Asheville Monthly Rental, Furnished & utilities","17"
"29358894","Black Oak by CM | Chef's Kitchen, Fireplace, &Mtns","17"
"32844335","Bungalow & Suite 2mi to Dwtn lots of Plants & Yard","17"
"43052245","Bear Me the Necessities","17"
"49635989","Lg Studio, 29 days or $630 per week.","17"
"49988121","Walkable West Asheville,  Vacation or Work Remote","17"
"50301104","Your adventure starts here.","17"
"52102809","Bent Creek Complete Apartment","17"
"54011977","Comfortable Home Walkable to West AVL & River Arts","17"
"587158049597481686","Cozy modern home near Biltmore Estate&River Arts.","17"
"776924592262241606","Quiet, 1 BR Apartment with Pool and Play Area","17"
"852986934018677953","Fairy Cottage Private Suite 10 min to downtown AVL","17"
"879089619430556360","The Quiet Cottage Studio","17"
"947886864973950635","Just built! Pond, kayaks, hot tub,fire pit,grill…","17"
"963824260733841709","Pivate 1 bd 1 ba Biltmore Village","17"
"974702800945736173","Creekside Mountain by AvantStay | Private Sauna","17"
"981163890605149741","Blue Ridge Retreat by CM | Near Appalachian Trails","17"
"1011646740978772855","Rainbow's Edge by CM | Board Games & Cozy Hot Tub","17"
"1201515052071858554","The Cardinal Cottage near Asheville Airport/Hiking","17"
"1217575879696314427","Asheville Red Gate","17"
"1228967763073842361","Fully Loaded W.AVL Haven! Hot Tub & min to DT AVL","17"
"1374102482344423235","Cozy rural living 10mins from Town","17"
"8867635","Bluebirds Nest—10 min to town—hot tub—cont bkfst","16"
"13234214","Mama Dee's Hide Away","16"
"15289199","Cabin-Wood Fireplace-Hot Tub-Pool-Pet Friendly","16"
"15845920","The Treehouse Below - Private Apartment / Entrance","16"
"41509293","Quaint Carriage House in Historic District","16"
"50168861","The Urban Cottage - Chic West Asheville Home","16"
"53784952","Charming Home | Office | Agreeable Pets welcome!","16"
"554287584625422598","Spacious 6BR Dog Friendly | Fireplace | Deck","16"
"573082159149089383","Mountain View’s Near Sierra Nevada Brewing","16"
"658017930165418486","Cheerful Arden home in Royal Pines with a Hot tub","16"
"793535631103106347","The Artist Retreat~$375 Free Activities Daily","16"
"815428632272085329","The Kenilworth Apartment","16"
"974732919722285986","Little Sycamore by AvantStay | Premier Location","16"
"985733574075227409","Asheville Downtown: Style, Comfort, Workspace","16"
"1062424332590119834","Cozy Asheville Getaway w HotTub 8 min to downtown!","16"
"1098704690578460169","Luxury Cabins Near Downtown","16"
"1143589797550662372","Come Check Out Our Progress!  Asheville Strong!","16"
"1165248112754845396","Slice of Awesome-Walk downtown!","16"
"1252151257103495650","Creekside Mountain Getaway-5 Miles To Town-FirePit","16"
"14125023","Downtown Furnished Studio!! Close to Everything!!!","15"
"21591133","Cozy & convenient in Asheville, Grove park area","15"
"31598200","Lofts of the Mountains ll","15"
"42464593","Convenient to Asheville and Hendersonville","15"
"45090475","Perfect for four in east Asheville.","15"
"48418084","The Lodge at the Huntly Estate | Peaceful Escape","15"
"52333380","Perfect Downtown Pad!","15"
"52368270","Mountain View Room B","15"
"52370777","Stylish 2 bedroom/2.5 bath, parking + huge yard","15"
"52385221","Canvas Tent #0 @Baying Hound Campground","15"
"54232479","New King Bdrm Condo between downtown and South AVL","15"
"558597394709287405","Craftman Home in Historic West Asheville","15"
"566564176788326751","Comfortable Modern West Asheville home","15"
"694227287219400043","Eco-conscious Luxury Haven","15"
"775748870746145651","Haus Salzburg","15"
"863668175659514649","The Westside Rancher *Cozy*Double*Suites","15"
"899212092415626033","Vintage Glamping in West Asheville: ‘Lil Yella’","15"
"956737871290842094","Convenience and tranquility","15"
"1127470915490454399","Large 3BR Dog Friendly | Patio | Firepit | W/D","15"
"1131153045338729700","Bachelorette Paradise -Hot Tub*Near Dwntn*Fire Pit","15"
"1158243323424518799","Comfort","15"
"1199368951888964136","Riverside Cottage","15"
"1202980352305991396","Blue Ridge Haven","15"
"1226802329869639936","BLACK BEAR RIDGE: Charming Pet-Friendly Getaway","15"
"1339130156762229763","#2 few steps to the orange peel","15"
"723349","#2 Blue Ridge Room at Oakland Cottage B&B","14"
"12105828","Historic Grove Park - Apt #2","14"
"18928361","Azalea Cabin","14"
"24678233","Biltmore and Brewery Base-Camp","14"
"26160335","Historic King Room on 2nd floor in B&B","14"
"44573884","Bohemian Paradise Nestled in the Trees","14"
"48569649","Carolina Roost by CM | Pet-Friendly & Pack n' Play","14"
"51149286","Monthly rental, Lovely Montford Home","14"
"52925881","Bluebird Bungalow - Cozy South Slope Home","14"
"53125580","Eclectic Asheville Abode w/ Backyard Oasis!","14"
"54050039","Fun & Sunny Getaway Close to Everything Asheville","14"
"554759394399258737","Cabins 5BR Mountainview | Fireplace | Patio","14"
"626718578774555759","Clean, Modern Studio Apartment with Sauna!","14"
"629657604334214852","River Arts District Hidden Gem II","14"
"674758651803723764","Spacious 3BR | Deck | Washer/Dryer","14"
"746959677162494830","Forest Oasis w Hot tub, outdoor sauna, & Privacy","14"
"836257564163931688","Cozy Guesthouse Minutes from AVL","14"
"1005421953440270080","Avery’s Creek: 4 Bedroom, 3 Bath, Deck & Hot Tub","14"
"1061615268667316708","Casa Grada by AvantStay | Loft-Style Group Retreat","14"
"1081855131172113900","Minute to Asheville airport and Ag center","14"
"1133948916860694690","Secluded Asheville Mountain Oasis - 5 miles to DT","14"
"1186871066379406298","Charming Walkable W Asheville Haven | DeckMtn View","14"
"1187016647929039073","20 min. to Asheville | Hot Tub and Family Friendly","14"
"1196543622901897104","Charming Walkable W Asheville Apt | Multi. Porches","14"
"1294297712418765048","Huge 3 bedroom condo, central Downtown Asheville","14"
"1340586272469624984","City Views Montford/ 5 Points 2BR Walk DT/ Parking","14"
"1349295852393994592","Tranquil Space in the Best Spot","14"
"1394112086951912320","Side Quest | Hot Tub Fire Pit Contemporary Funk","14"
"1421102962453323634","Mountains to Sea Treehouse","14"
"8070733","Mountain Modern ‘Home away from Home’","13"
"21566026","The Nature Nook near Asheville NC","13"
"27699328","Grove Park Bungalow","13"
"36630943","Peaceful Haw Creek mountain apartment","13"
"40030511","Cozy 2.5BR 1400 sq ft triplex in historic Montford","13"
"53362876","The Blue Door, cozy apartment with boho vibe.","13"
"53793198","Chic Modern Duplex by Biltmore/Mission sunset view","13"
"632694062632055924","Creekside King Suite","13"
"635355880329805661","Merrill's Cove-2 BDR Retreat, Pets Welcome","13"
"650894722794239718","Charming 1940s bungalow with hot tub","13"
"760853608588754168","Luxury home in the trees","13"
"808832407323703451","Arden Bungalow w/ Fire Pit: Near Lake Julian Park","13"
"905154459106096953","White Pine Sycamore by AvantStay | Near Downtown","13"
"920404877481860676","Cypress & Willow Buyout by AvantStay | Sleeps 16","13"
"949938972628207213","2 Houses! Sleeps 22! 10 Min to DTW Asheville","13"
"950052276023928506","Ultra-Convenient Oasis•Hot Tub/Fire Pit•11Beds/5Bd","13"
"1055869734822673649","Safe quite mountain get away","13"
"1110900047347864436","Two Spacious Living Areas | Modern & Stylish Haven","13"
"1148671313339940241","Private home mtn view, hot tub","13"
"1168725855790303940","Cozy Apt close to UNCA Asheville & Grove Park Inn","13"
"1181552160909677567","The Lofts at Church Street #202","13"
"1189989148933387966","Cozy & Private Apartment in West Asheville","13"
"1341304608190053448","Sunset view, cozy, affordable 13","13"
"1365440887871898148","Poplar Peak Retreat • Sauna • 15 to AVL","13"
"44137590","Asheville Escape, minutes to West Asheville","12"
"45098864","Spacious Elk Mountain Sanctuary w/ Deck & Views!","12"
"49761321","Stay In The Loop","12"
"52190407","❀Nurses/WFH❀ Cozy Apt by RAD, Mission & Downtown","12"
"52971784","Brand new Cozy home with a perfect view in the mountains.","12"
"582495099276506625","Log Cabin in Blue Ridge Mountains Near Asheville","12"
"715845302265452266","Asheville River Cabins Riverview Cabin w/ Hot Tub","12"
"752121862983190185","Cheerful King Room Asheville","12"
"793314656060612567","Cottontail Cottage | Pet-friendly, Fire Pit","12"
"823959205779601736","Hilltop Cabin | Cozy & Equipped | 10 to AVL","12"
"874725103753806598","Sunset Peaks by CM | Chef's Kitchen, Grill, & Mtns","12"
"884613041906381054","AVL Treehouse by CM | Office Space &Chef's Kitchen","12"
"905154408774749090","Willow Sycamore by AvantStay | 6 Mins to Downtown","12"
"910236251610012703","Convenient Quiet Location AVL","12"
"919679227749204195","Luxurious Sanctuary - Minuets to Downtown","12"
"955272334235306587","Mountain View
“No cleaning fee”","12"
"974732802212932299","Cherry Blossom by AvantStay | 6 Min to Downtown","12"
"986269517200371365","Asheville Retreat ~ 6 Mi to Biltmore & Downtown!","12"
"1096346970459671506","Serene studio in West Asheville","12"
"1105164861225209794","Firefly House w/fire pit, office, Biltmore pass","12"
"1109504839414037131","Farm Suite-Sauna, hot tub, King bed, jacuzzi tub","12"
"1123198917564922122","The Hideaway","12"
"1266164445989986304","5BD,3BA Private Pool | Hot Tub","12"
"1294374352012395669","Cozy Downtown Asheville Condo | Walk everywhere","12"
"1331877382616561910","Spacious & Charming, Easy Walk Downtown w Parking","12"
"1347977475849841220","LUX Condo in Downtown Asheville!","12"
"1366138264643283818","Cabin, Hot Tub, 4 miles to Downtown AVL, Fire Pit","12"
"1399673868549330790","Airstream in Art's District","12"
"20120319","White Fawn","11"
"31380330","Cate's Cottage","11"
"35828879","#5 Garden Room, king bedroom at Oakland Cottage!","11"
"38953302","{Skyloft} Modern Townhome walkable to downtown AVL","11"
"39971734","Asheville Cottage 19","11"
"41947796","Fireplace and koi pond in Asheville","11"
"42739512","Luxury Manison 2 blocks from DWNTN Asheville","11"
"48010459","Upstream Bachelor Sanctuary - New Wedding Venue","11"
"48969877","Lofts of Asheville with a touch of elegance","11"
"562151087989468295","Claude Jean Damme Van @Baying Hound Campground","11"
"629748043310941352","Westmont by Purely Asheville! ENTIRE HOME","11"
"659312654584073121","A-frame Cabin Campground with communal River Lodge","11"
"731985170250976258","Well water and power on, 10 mins to downtown AVL","11"
"826162182781186712","Harmony Hideaway-Hiking & Sunny Mountain Views","11"
"860366256930678018","Cheerful Private Room Asheville","11"
"887010558188010995","Asheville Cozy Room near Downtown","11"
"892160900085713443","Vintage Glamping in West Asheville: Big Yella’","11"
"905154432097807523","Sweetgum Sycamore by AvantStay | 6Min to Downtown","11"
"920404797652866756","Dogwood & Sweetgum Buyout by AvantStay | Sleeps 16","11"
"1003654664710367771","Heartwood Cottage by CM | Grill & Chef's Kitchen","11"
"1060093166507800695","The Woods at Richmond Ridge","11"
"1110757387012233119","Charming Farm House","11"
"1146458847176999432","Pet Friendly 2 bed/2 bath Hot Tub & Pool West Side","11"
"1158072313981600129","Downtown Dollhouse","11"
"1158817717490627613","Welcome Back to Asheville! Private One Bdrm Apt.","11"
"1214678259043444002","The Lofts at Church St. #101/102","11"
"1267614524438108190","Mountain Villa | Views | GameRoom | Hot Tub | Pool","11"
"1370401850753814828","Cozy Cottage - Hot Tub, Fire Pit, King, 3BD","11"
"2569529","Downtown Asheville 2 bed/2bath unit for rent","10"
"22589049","Stunning 1902 Cottage! Walk to downtown Asheville!","10"
"31516196","Emily's Cottage","10"
"33191042","Home So Sweet! Add Cottage next door for 4 more","10"
"43325315","Cozy Queen in Historic B&B plus fireplace","10"
"49823114","Blue Cottage West - Cozy West Asheville Home","10"
"50775740","A four bedroom gem in heart of downtown Asheville","10"
"52736029","Elegant Central Ruby-2BDRMs/1 BATH-3 beds sleep 4","10"
"54184393","Luxury 7 bedroom home with spectacular views","10"
"613700249253498876","Beautiful farm-near Kayaking, hiking, restaurants","10"
"671235890019920484","Eclectic 2 Bedroom West Asheville home.","10"
"869381635977129108","Welcome! ~Super Quiet Central","10"
"875400629375636096","Quaint Private Room in Oakley","10"
"897161803755787752","Cane Creek Cabin | Pet-friendly & 25 Min. to AVL!","10"
"913626566578064722","Just built with hot tub,pond,kayaks,views,fire pit","10"
"989824435216148231","Orchards Nest","10"
"1011756765325293519","Bradford by AvantStay | 10 Minutes to Downtown","10"
"1034749347600878501","Dog Friendly, Hot Tub & Fire Pit","10"
"1059538890800142368","Rosie by CM | Chef's Kitchen & Cornhole","10"
